period,value,unit,type
2025-07,976.0,US$/tonne,published observation
2025-08,1026.0,US$/tonne,published observation
2025-09,1037.0,US$/tonne,published observation
2025-10,1038.0,US$/tonne,published observation
2025-11,983.0,US$/tonne,published observation
2025-12,980.0,US$/tonne,published observation
2026-01,1005.0,US$/tonne,published observation
2026-02,1039.0,US$/tonne,published observation
2026-03,1109.0,US$/tonne,published observation
2026-04,1146.0,US$/tonne,published observation
2026-05,1136.0,US$/tonne,published observation
2026-06,1104.0,US$/tonne,published observation
2026-07,1101.0,US$/tonne,published observation
2026-08,1117.0,US$/tonne,published observation
2026-08,1117.0,US$/tonne,low scenario checkpoint
2027-09,1117.0,US$/tonne,low scenario checkpoint
2027-12,1083.49,US$/tonne,low scenario checkpoint
2028-08,1117.0,US$/tonne,low scenario checkpoint
2029-08,1150.51,US$/tonne,low scenario checkpoint
2026-08,1117.0,US$/tonne,medium scenario checkpoint
2027-09,1318.06,US$/tonne,medium scenario checkpoint
2027-12,1295.72,US$/tonne,medium scenario checkpoint
2028-08,1206.36,US$/tonne,medium scenario checkpoint
2029-08,1195.19,US$/tonne,medium scenario checkpoint
2026-08,1117.0,US$/tonne,high scenario checkpoint
2027-09,1507.95,US$/tonne,high scenario checkpoint
2027-12,1474.44,US$/tonne,high scenario checkpoint
2028-08,1318.06,US$/tonne,high scenario checkpoint
2029-08,1251.04,US$/tonne,high scenario checkpoint
