period,value,unit,type
2024-12,527.0,US$/tonne,published observation
2025-01,478.0,US$/tonne,published observation
2025-02,437.0,US$/tonne,published observation
2025-03,425.0,US$/tonne,published observation
2025-04,415.0,US$/tonne,published observation
2025-05,431.0,US$/tonne,published observation
2025-06,419.0,US$/tonne,published observation
2025-07,392.0,US$/tonne,published observation
2025-08,375.0,US$/tonne,published observation
2025-09,374.0,US$/tonne,published observation
2025-10,356.0,US$/tonne,published observation
2025-11,368.0,US$/tonne,published observation
2025-12,424.0,US$/tonne,published observation
2026-01,408.0,US$/tonne,published observation
2026-02,409.0,US$/tonne,published observation
2026-03,381.0,US$/tonne,published observation
2026-04,403.0,US$/tonne,published observation
2026-05,440.0,US$/tonne,published observation
2026-06,494.0,US$/tonne,published observation
2026-07,467.0,US$/tonne,published observation
2026-08,471.0,US$/tonne,published observation
2026-08,471.0,US$/tonne,low scenario checkpoint
2027-06,471.0,US$/tonne,low scenario checkpoint
2027-12,461.58,US$/tonne,low scenario checkpoint
2028-08,471.0,US$/tonne,low scenario checkpoint
2029-08,485.13,US$/tonne,low scenario checkpoint
2026-08,471.0,US$/tonne,medium scenario checkpoint
2027-06,555.78,US$/tonne,medium scenario checkpoint
2027-12,527.52,US$/tonne,medium scenario checkpoint
2028-08,494.55,US$/tonne,medium scenario checkpoint
2029-08,499.26,US$/tonne,medium scenario checkpoint
2026-08,471.0,US$/tonne,high scenario checkpoint
2027-06,659.4,US$/tonne,high scenario checkpoint
2027-12,612.3,US$/tonne,high scenario checkpoint
2028-08,541.65,US$/tonne,high scenario checkpoint
2029-08,527.52,US$/tonne,high scenario checkpoint
