period,value,unit,type
2022-02,0.39,US$/kg,published observation
2022-03,0.42,US$/kg,published observation
2022-04,0.43,US$/kg,published observation
2022-05,0.43,US$/kg,published observation
2022-06,0.42,US$/kg,published observation
2022-07,0.4,US$/kg,published observation
2022-08,0.39,US$/kg,published observation
2022-09,0.39,US$/kg,published observation
2022-10,0.39,US$/kg,published observation
2022-11,0.41,US$/kg,published observation
2022-12,0.42,US$/kg,published observation
2023-01,0.42,US$/kg,published observation
2023-02,0.45,US$/kg,published observation
2023-03,0.45,US$/kg,published observation
2023-04,0.53,US$/kg,published observation
2023-05,0.56,US$/kg,published observation
2023-06,0.54,US$/kg,published observation
2023-07,0.52,US$/kg,published observation
2023-08,0.53,US$/kg,published observation
2023-09,0.58,US$/kg,published observation
2023-10,0.57,US$/kg,published observation
2023-11,0.57,US$/kg,published observation
2023-12,0.48,US$/kg,published observation
2024-01,0.48,US$/kg,published observation
2024-02,0.5,US$/kg,published observation
2024-03,0.48,US$/kg,published observation
2024-04,0.45,US$/kg,published observation
2024-05,0.42,US$/kg,published observation
2024-06,0.43,US$/kg,published observation
2024-07,0.43,US$/kg,published observation
2024-08,0.41,US$/kg,published observation
2024-09,0.45,US$/kg,published observation
2024-10,0.46,US$/kg,published observation
2024-11,0.45,US$/kg,published observation
2024-12,0.44,US$/kg,published observation
2025-01,0.4,US$/kg,published observation
2025-02,0.42,US$/kg,published observation
2025-03,0.42,US$/kg,published observation
2025-04,0.4,US$/kg,published observation
2025-05,0.39,US$/kg,published observation
2025-06,0.37,US$/kg,published observation
2025-07,0.37,US$/kg,published observation
2025-08,0.37,US$/kg,published observation
2025-09,0.35,US$/kg,published observation
2025-10,0.34,US$/kg,published observation
2025-11,0.32,US$/kg,published observation
2025-12,0.32,US$/kg,published observation
2026-01,0.32,US$/kg,published observation
2026-02,0.31,US$/kg,published observation
2026-03,0.33,US$/kg,published observation
2026-04,0.32,US$/kg,published observation
2026-05,0.34,US$/kg,published observation
2026-06,0.32,US$/kg,published observation
2026-07,0.34,US$/kg,published observation
2026-08,0.38,US$/kg,published observation
2026-08,0.38,US$/kg,low scenario checkpoint
2027-06,0.361,US$/kg,low scenario checkpoint
2027-12,0.3496,US$/kg,low scenario checkpoint
2028-08,0.3686,US$/kg,low scenario checkpoint
2029-08,0.38,US$/kg,low scenario checkpoint
2026-08,0.38,US$/kg,medium scenario checkpoint
2027-06,0.456,US$/kg,medium scenario checkpoint
2027-12,0.4256,US$/kg,medium scenario checkpoint
2028-08,0.399,US$/kg,medium scenario checkpoint
2029-08,0.399,US$/kg,medium scenario checkpoint
2026-08,0.38,US$/kg,high scenario checkpoint
2027-06,0.551,US$/kg,high scenario checkpoint
2027-12,0.494,US$/kg,high scenario checkpoint
2028-08,0.437,US$/kg,high scenario checkpoint
2029-08,0.418,US$/kg,high scenario checkpoint
