period,value,unit,type
2022-02,2.41,US$/kg,published observation
2022-03,2.29,US$/kg,published observation
2022-04,2.29,US$/kg,published observation
2022-05,2.27,US$/kg,published observation
2022-06,2.29,US$/kg,published observation
2022-07,2.21,US$/kg,published observation
2022-08,2.42,US$/kg,published observation
2022-09,2.46,US$/kg,published observation
2022-10,2.27,US$/kg,published observation
2022-11,2.04,US$/kg,published observation
2022-12,2.05,US$/kg,published observation
2023-01,2.12,US$/kg,published observation
2023-02,2.29,US$/kg,published observation
2023-03,2.35,US$/kg,published observation
2023-04,2.55,US$/kg,published observation
2023-05,2.7,US$/kg,published observation
2023-06,2.91,US$/kg,published observation
2023-07,2.81,US$/kg,published observation
2023-08,2.75,US$/kg,published observation
2023-09,2.73,US$/kg,published observation
2023-10,2.62,US$/kg,published observation
2023-11,2.7,US$/kg,published observation
2023-12,2.99,US$/kg,published observation
2024-01,3.26,US$/kg,published observation
2024-02,3.38,US$/kg,published observation
2024-03,3.66,US$/kg,published observation
2024-04,4.23,US$/kg,published observation
2024-05,4.04,US$/kg,published observation
2024-06,4.5,US$/kg,published observation
2024-07,4.73,US$/kg,published observation
2024-08,4.73,US$/kg,published observation
2024-09,5.33,US$/kg,published observation
2024-10,4.89,US$/kg,published observation
2024-11,4.98,US$/kg,published observation
2024-12,5.22,US$/kg,published observation
2025-01,5.41,US$/kg,published observation
2025-02,5.81,US$/kg,published observation
2025-03,5.69,US$/kg,published observation
2025-04,5.43,US$/kg,published observation
2025-05,5.24,US$/kg,published observation
2025-06,4.33,US$/kg,published observation
2025-07,3.69,US$/kg,published observation
2025-08,4.39,US$/kg,published observation
2025-09,4.66,US$/kg,published observation
2025-10,4.74,US$/kg,published observation
2025-11,4.74,US$/kg,published observation
2025-12,4.2,US$/kg,published observation
2026-01,4.24,US$/kg,published observation
2026-02,3.96,US$/kg,published observation
2026-03,3.9,US$/kg,published observation
2026-04,3.63,US$/kg,published observation
2026-05,3.67,US$/kg,published observation
2026-06,3.73,US$/kg,published observation
2026-07,4.07,US$/kg,published observation
2026-08,3.98,US$/kg,published observation
2026-08,3.98,US$/kg,low scenario checkpoint
2027-06,3.582,US$/kg,low scenario checkpoint
2027-12,3.383,US$/kg,low scenario checkpoint
2028-08,3.582,US$/kg,low scenario checkpoint
2029-08,3.781,US$/kg,low scenario checkpoint
2026-08,3.98,US$/kg,medium scenario checkpoint
2027-06,4.776,US$/kg,medium scenario checkpoint
2027-12,4.4576,US$/kg,medium scenario checkpoint
2028-08,4.179,US$/kg,medium scenario checkpoint
2029-08,4.179,US$/kg,medium scenario checkpoint
2026-08,3.98,US$/kg,high scenario checkpoint
2027-06,5.97,US$/kg,high scenario checkpoint
2027-12,5.373,US$/kg,high scenario checkpoint
2028-08,4.776,US$/kg,high scenario checkpoint
2029-08,4.4576,US$/kg,high scenario checkpoint
